block,style,default_uid,style_uid,word_index,word,phone_index,phone,default_start,default_end,style_start,style_end,default_duration,style_duration,log_duration_ratio,phone_class,default_relative_db,default_f0,default_asr_3408,default_internal_asr_3408,default_emotion_3408,default_internal_emotion_3408,default_intent_3408_last,default_internal_intent_3408_last,default_speaker_count_3408_last,default_internal_speaker_count_3408_last,default_emotion_3407,default_internal_emotion_3407,default_emotion_3409,default_internal_emotion_3409,style_relative_db,style_f0,style_asr_3408,style_internal_asr_3408,style_emotion_3408,style_internal_emotion_3408,style_intent_3408_last,style_internal_intent_3408_last,style_speaker_count_3408_last,style_internal_speaker_count_3408_last,style_emotion_3407,style_internal_emotion_3407,style_emotion_3409,style_internal_emotion_3409
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,ex01_default_00279,ex01_sad_00279,7,watching,0,W,2.61,2.71,2.21,2.27,0.10000000000000009,0.06000000000000005,-0.5108256237659907,sonorant,-3.066675380742569,115.34805394947125,1,1,1,1,1,1,1,0,1,0,1,1,-7.792375804732661,398.92157786637324,1,0,1,0,1,0,0,0,1,0,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,ex01_default_00279,ex01_sad_00279,7,watching,1,AA1,2.71,2.81,2.27,2.37,0.10000000000000009,0.10000000000000009,0.0,vowel,-1.6922125159249801,131.59041217220022,2,1,1,1,1,1,0,0,0,0,0,0,1.9566837527160283,149.39932675928546,2,1,0,0,0,0,1,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,ex01_default_00279,ex01_sad_00279,7,watching,2,CH,2.81,2.91,2.37,2.5,0.10000000000000009,0.1299999999999999,0.2623642644674894,stop/affricate,-10.276141490119672,151.04979931673648,1,1,2,1,2,1,0,0,2,1,2,1,-9.851638261822142,138.29475462706895,2,2,2,1,2,1,1,0,2,1,2,1
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,ex01_default_00279,ex01_sad_00279,7,watching,3,IH0,2.91,2.94,2.5,2.53,0.029999999999999805,0.029999999999999805,0.0,vowel,-6.698492506713424,146.44004143545394,0,0,0,0,0,0,0,0,0,0,0,0,0.22418264982110014,151.90021454838177,1,0,0,0,0,0,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,ex01_default_00279,ex01_sad_00279,7,watching,4,NG,2.94,3.03,2.53,2.62,0.08999999999999986,0.0900000000000003,4.884981308350677e-15,sonorant,-1.1089397100109752,140.32744417849534,2,1,0,0,1,0,0,0,1,1,1,1,-4.197100342592676,144.5317588374391,1,1,1,1,1,0,0,0,1,1,1,1
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,ex01_default_00279,ex01_sad_00279,8,you,0,Y,3.03,3.07,2.62,2.65,0.040000000000000036,0.029999999999999805,-0.28768207245178834,sonorant,-0.6903542455545899,142.64127762756488,1,0,1,0,1,0,1,0,1,0,1,0,-5.082572680733982,140.73786776944326,1,0,0,0,1,0,1,0,1,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,ex01_default_00279,ex01_sad_00279,8,you,1,UW1,3.07,3.15,2.65,2.69,0.08000000000000007,0.040000000000000036,-0.6931471805599453,vowel,2.885501860520259,145.01614714463227,2,1,0,0,0,0,0,0,0,0,0,0,-1.7812460488955995,149.07335230089117,1,0,0,0,0,0,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,ex01_default_00279,ex01_sad_00279,9,squirm,0,S,3.15,3.27,2.69,2.83,0.1200000000000001,0.14000000000000012,0.15415067982725836,fricative,-6.805885558760304,142.28505780871194,1,1,1,1,1,1,0,0,1,1,1,1,-8.93126390354894,134.58733073666784,2,1,1,1,2,1,1,1,2,1,2,1
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,ex01_default_00279,ex01_sad_00279,9,squirm,1,K,3.27,3.35,2.83,2.94,0.08000000000000007,0.10999999999999988,0.3184537311185327,stop/affricate,-17.511533528188536,,0,0,0,0,0,0,0,0,0,0,0,0,-20.308070763964274,423.80358958709485,1,0,1,0,1,0,0,0,1,0,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,ex01_default_00279,ex01_sad_00279,9,squirm,2,W,3.35,3.49,2.94,3.04,0.14000000000000012,0.10000000000000009,-0.3364722366212129,sonorant,-1.6599981422585026,126.5816643659686,1,1,1,1,1,1,1,1,1,1,1,1,0.22419945279273712,151.4668604858504,0,0,0,0,0,0,1,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,ex01_default_00279,ex01_sad_00279,9,squirm,3,ER1,3.49,3.65,3.04,3.2,0.1599999999999997,0.16000000000000014,2.8865798640254027e-15,vowel,-1.2074576824433838,133.79839234446612,3,2,1,1,2,2,0,0,1,1,1,1,-0.20115996947673553,144.8296490838788,3,2,1,1,3,1,0,0,1,1,1,1
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,ex01_default_00279,ex01_sad_00279,9,squirm,4,M,3.65,3.83,3.2,3.37,0.18000000000000016,0.16999999999999993,-0.057158413839949934,sonorant,-12.876722129191815,276.50314839277826,0,0,0,0,0,0,0,0,0,0,0,0,-2.0954993484867184,183.72043410592812,1,0,1,0,0,0,0,0,1,0,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,0,and,0,AE1,0.15,0.34,0.14,0.38,0.19000000000000003,0.24,0.23361485118150493,vowel,0.30630239104544205,132.14181439446358,3,2,2,1,2,1,0,0,0,0,0,0,-0.24364365688102865,172.51554927659146,3,2,1,1,2,2,1,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,0,and,1,N,0.34,0.4,0.38,0.45,0.06,0.07,0.15415067982725836,sonorant,0.844834654171106,132.0168102212399,1,0,0,0,0,0,0,0,0,0,0,0,0.20686441489768756,171.33596344144112,1,0,0,0,1,0,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,0,and,2,D,0.4,0.59,0.45,0.55,0.18999999999999995,0.10000000000000003,-0.6418538861723943,stop/affricate,-10.272295878302673,115.67851165752683,0,0,0,0,0,0,0,0,0,0,0,0,-12.320701305721926,155.09455403269612,0,0,0,0,0,0,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,1,deprive,0,D,0.59,0.63,0.61,0.67,0.040000000000000036,0.06000000000000005,0.4054651081081644,stop/affricate,-10.457995033388706,106.65737711635144,1,0,1,0,1,0,0,0,1,0,1,0,-12.395403388319519,162.47448767529934,1,0,1,0,1,0,0,0,1,0,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,1,deprive,1,IH0,0.63,0.69,0.67,0.74,0.05999999999999994,0.06999999999999995,0.15415067982725855,vowel,1.7233946517019199,128.83896568073993,1,1,0,0,0,0,0,0,0,0,0,0,0.253014874576017,163.95271397164439,1,1,0,0,0,0,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,1,deprive,2,P,0.69,0.85,0.74,0.9,0.16000000000000003,0.16000000000000003,0.0,stop/affricate,-21.38212252473272,105.43633307310336,1,0,1,1,0,0,0,0,0,0,0,0,-22.692858719897664,153.97121850415041,1,0,0,0,0,0,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,1,deprive,3,R,0.85,0.91,0.9,0.95,0.06000000000000005,0.04999999999999993,-0.18232155679395684,sonorant,-0.9046017666759525,131.95859384326246,1,1,1,1,1,1,1,0,1,1,1,1,0.7888819117055437,180.62932600351922,1,0,1,0,1,0,1,0,1,0,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,1,deprive,4,AY1,0.91,1.08,0.95,1.12,0.17000000000000004,0.17000000000000015,6.661338147750937e-16,vowel,1.9492092573505582,141.69848967416297,2,1,0,0,0,0,0,0,0,0,0,0,2.056963054334079,182.40256982745373,1,1,0,0,0,0,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,1,deprive,5,V,1.08,1.15,1.12,1.25,0.06999999999999984,0.1299999999999999,0.619039208406225,fricative,-6.610562552118511,152.2652595481812,1,0,1,0,2,0,0,0,1,0,1,0,-11.710285413606378,182.35306323795388,2,1,1,0,2,1,0,0,1,0,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,2,myself,0,M,1.15,1.24,1.25,1.32,0.09000000000000008,0.07000000000000006,-0.25131442828090605,sonorant,-2.44910891420292,150.8929601274899,1,0,1,0,0,0,0,0,1,0,1,0,-1.4822072588883115,178.77228022403688,1,0,1,0,1,0,0,0,1,0,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,2,myself,1,AY2,1.24,1.35,1.32,1.45,0.1100000000000001,0.1299999999999999,0.16705408466316454,vowel,1.0808015431698323,153.43506379281516,2,1,0,0,1,0,1,0,0,0,0,0,0.4267881571200327,178.89266540129273,2,1,0,0,1,1,1,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,2,myself,2,S,1.35,1.51,1.45,1.62,0.15999999999999992,0.17000000000000015,0.060624621816436304,fricative,-5.940307754599824,158.02927868623863,1,0,2,0,2,0,0,0,2,0,2,0,-10.504699830048416,174.77354529649352,1,0,2,0,1,0,0,0,2,0,2,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,2,myself,3,EH1,1.51,1.58,1.62,1.68,0.07000000000000006,0.05999999999999983,-0.154150679827262,vowel,-0.7775472509375989,146.30858914993593,0,0,0,0,0,0,1,0,0,0,0,0,0.7106825576376173,177.72348729618378,0,0,0,0,1,0,1,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,2,myself,4,L,1.58,1.72,1.68,1.79,0.1399999999999999,0.1100000000000001,-0.24116205681688654,sonorant,-6.23990056310401,94.08820104503303,2,1,1,0,2,1,0,0,2,0,1,1,-0.4244703125965459,167.030778998054,3,1,1,1,2,2,0,0,1,0,1,1
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,2,myself,5,F,1.72,1.79,1.79,1.93,0.07000000000000006,0.1399999999999999,0.6931471805599437,fricative,-21.358833790848195,92.64231385461797,1,0,1,0,0,0,0,0,0,0,1,0,-19.825082467502465,160.4411950104306,1,0,1,0,0,0,0,0,1,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,3,of,0,AH0,1.79,1.84,1.93,1.96,0.050000000000000044,0.030000000000000027,-0.5108256237659907,vowel,-6.317025418193337,148.6630031222479,1,0,0,0,1,0,0,0,0,0,0,0,-13.025422204619936,158.76897009152086,0,0,0,0,0,0,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,3,of,1,V,1.84,1.9,1.96,2.04,0.05999999999999983,0.08000000000000007,0.2876820724517847,fricative,-9.697294932069429,116.52990799421872,1,0,0,0,1,0,0,0,0,0,1,0,-13.735849353924765,150.7620136331342,2,1,1,1,1,0,0,0,1,1,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,4,the,0,DH,1.9,1.93,2.04,2.09,0.030000000000000027,0.04999999999999982,0.5108256237659862,fricative,-11.362351923335929,100.95019697012579,1,0,1,0,1,0,1,0,1,0,1,0,-22.96315827022086,,1,0,1,0,1,0,1,0,1,0,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,4,the,1,AH1,1.93,1.98,2.09,2.15,0.050000000000000044,0.06000000000000005,0.1823215567939546,vowel,-3.2423149857177784,125.95984503145782,1,0,0,0,0,0,0,0,0,0,0,0,-6.232064940918941,150.25075241999852,1,1,0,0,0,0,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,5,pleasure,0,P,1.98,2.08,2.15,2.28,0.10000000000000009,0.1299999999999999,0.2623642644674894,stop/affricate,-14.62112487291809,99.69356026645514,1,0,0,0,0,0,0,0,1,0,0,0,-27.20035558093773,,1,0,0,0,0,0,0,0,1,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,5,pleasure,1,L,2.08,2.16,2.28,2.33,0.08000000000000007,0.050000000000000266,-0.47000362924573114,sonorant,-4.182076577843932,140.1318321663556,1,0,1,0,1,0,0,0,1,0,1,0,-1.7561325274632305,176.46796543998087,1,0,1,0,1,0,1,0,1,0,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,5,pleasure,2,EH1,2.16,2.26,2.33,2.41,0.09999999999999964,0.08000000000000007,-0.22314355131420527,vowel,2.985328132959567,139.7991503333625,1,1,0,0,0,0,1,0,0,0,0,0,3.0616851039427435,178.92957717423263,1,1,0,0,0,0,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,5,pleasure,3,ZH,2.26,2.36,2.41,2.54,0.10000000000000009,0.1299999999999999,0.2623642644674894,fricative,-3.826009189619819,147.81704086044243,2,0,1,0,2,0,1,0,1,0,2,1,-10.332885873554694,166.53719591191475,2,1,1,1,2,1,1,1,1,1,1,1
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,5,pleasure,4,ER0,2.36,2.41,2.54,2.61,0.050000000000000266,0.06999999999999984,0.33647223662120523,vowel,0.8181810298752625,160.63059860039604,0,0,0,0,0,0,0,0,0,0,0,0,0.3651712247659223,175.84904026180212,1,1,0,0,1,0,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,6,of,0,AH0,2.41,2.52,2.61,2.69,0.10999999999999988,0.08000000000000007,-0.3184537311185326,vowel,-0.6893988782265205,155.5412116094775,3,1,0,0,1,1,0,0,0,0,0,0,2.262221909549216,175.42886513603645,2,1,0,0,0,0,0,0,1,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,6,of,1,V,2.52,2.61,2.69,2.78,0.08999999999999986,0.08999999999999986,0.0,fricative,-8.976625735629007,121.29645252733292,1,0,1,1,1,0,0,0,1,1,1,0,-8.200971360588811,154.6869018337729,1,0,1,1,1,1,0,0,1,1,1,1
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,7,watching,0,W,2.61,2.71,2.78,2.83,0.10000000000000009,0.050000000000000266,-0.6931471805599408,sonorant,-3.066675380742569,115.34805394947125,1,1,1,1,1,1,1,0,1,0,1,1,-3.1623023985589076,165.3988130454765,1,0,1,0,1,0,1,0,1,0,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,7,watching,1,AA1,2.71,2.81,2.83,2.94,0.10000000000000009,0.10999999999999988,0.09531017980432292,vowel,-1.6922125159249801,131.59041217220022,2,1,1,1,1,1,0,0,0,0,0,0,-0.2041613021667318,163.32788522195455,2,1,0,0,1,1,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,7,watching,2,CH,2.81,2.91,2.94,3.06,0.10000000000000009,0.1200000000000001,0.1823215567939546,stop/affricate,-10.276141490119672,151.04979931673648,1,1,2,1,2,1,0,0,2,1,2,1,-17.60608118379702,181.34331342870962,2,0,2,0,2,0,1,0,2,0,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,7,watching,3,IH0,2.91,2.94,3.06,3.1,0.029999999999999805,0.040000000000000036,0.28768207245178834,vowel,-6.698492506713424,146.44004143545394,0,0,0,0,0,0,0,0,0,0,0,0,-5.841743758031297,183.6964385484917,1,0,0,0,0,0,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,7,watching,4,NG,2.94,3.03,3.1,3.17,0.08999999999999986,0.06999999999999984,-0.2513144282809068,sonorant,-1.1089397100109752,140.32744417849534,2,1,0,0,1,0,0,0,1,1,1,1,-3.2765282778786515,168.2574654098001,1,0,0,0,0,0,0,0,1,1,1,1
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,8,you,0,Y,3.03,3.07,3.17,3.23,0.040000000000000036,0.06000000000000005,0.4054651081081644,sonorant,-0.6903542455545899,142.64127762756488,1,0,1,0,1,0,1,0,1,0,1,0,-2.6856938016672456,164.16687029753075,1,0,1,0,1,1,1,1,1,1,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,8,you,1,UW1,3.07,3.15,3.23,3.28,0.08000000000000007,0.04999999999999982,-0.47000362924574,vowel,2.885501860520259,145.01614714463227,2,1,0,0,0,0,0,0,0,0,0,0,-4.400295865738512,161.3186458617639,1,0,0,0,0,0,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,9,squirm,0,S,3.15,3.27,3.28,3.42,0.1200000000000001,0.14000000000000012,0.15415067982725836,fricative,-6.805885558760304,142.28505780871194,1,1,1,1,1,1,0,0,1,1,1,1,-13.164676083442238,160.41460043010045,2,1,1,1,1,1,1,1,1,1,1,1
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,9,squirm,1,K,3.27,3.35,3.42,3.49,0.08000000000000007,0.07000000000000028,-0.13353139262451946,stop/affricate,-17.511533528188536,,0,0,0,0,0,0,0,0,0,0,0,0,-25.838927034738482,,0,0,0,0,0,0,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,9,squirm,2,W,3.35,3.49,3.49,3.55,0.14000000000000012,0.05999999999999961,-0.847297860387211,sonorant,-1.6599981422585026,126.5816643659686,1,1,1,1,1,1,1,1,1,1,1,1,-1.3163154577058083,174.50576243088437,1,0,1,0,1,0,1,1,1,0,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,9,squirm,3,ER1,3.49,3.65,3.55,3.69,0.1599999999999997,0.14000000000000012,-0.13353139262451982,vowel,-1.2074576824433838,133.79839234446612,3,2,1,1,2,2,0,0,1,1,1,1,-1.0657024105608335,214.91941527667242,3,2,0,0,2,1,0,0,1,1,1,1
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,confused,ex01_default_00279,ex01_confused_00279,9,squirm,4,M,3.65,3.83,3.69,3.85,0.18000000000000016,0.16000000000000014,-0.11778303565638351,sonorant,-12.876722129191815,276.50314839277826,0,0,0,0,0,0,0,0,0,0,0,0,-15.02590123127952,329.8720624513459,0,0,0,0,0,0,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,ex01_default_00279,ex01_whisper_00279,0,and,0,AE1,0.15,0.34,0.14,0.22,0.19000000000000003,0.07999999999999999,-0.8649974374866048,vowel,0.30630239104544205,132.14181439446358,3,2,2,1,2,1,0,0,0,0,0,0,-2.574596135545545,,1,1,0,0,1,1,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,ex01_default_00279,ex01_whisper_00279,0,and,1,N,0.34,0.4,0.22,0.3,0.06,0.07999999999999999,0.28768207245178085,sonorant,0.844834654171106,132.0168102212399,1,0,0,0,0,0,0,0,0,0,0,0,-8.685825640335116,247.14540918744274,2,1,1,0,0,0,0,0,0,0,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,ex01_default_00279,ex01_whisper_00279,0,and,2,D,0.4,0.59,0.3,0.33,0.18999999999999995,0.030000000000000027,-1.8458266904983296,stop/affricate,-10.272295878302673,115.67851165752683,0,0,0,0,0,0,0,0,0,0,0,0,-12.474104444920464,252.362294125282,0,0,0,0,0,0,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,ex01_default_00279,ex01_whisper_00279,1,deprive,0,D,0.59,0.63,0.33,0.38,0.040000000000000036,0.04999999999999999,0.22314355131420868,stop/affricate,-10.457995033388706,106.65737711635144,1,0,1,0,1,0,0,0,1,0,1,0,-0.5458953163110694,442.013000996356,1,0,1,0,1,0,1,0,1,0,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,ex01_default_00279,ex01_whisper_00279,1,deprive,1,IH0,0.63,0.69,0.38,0.44,0.05999999999999994,0.06,8.881784197001248e-16,vowel,1.7233946517019199,128.83896568073993,1,1,0,0,0,0,0,0,0,0,0,0,-3.3374158875053626,584.365724798599,1,0,0,0,0,0,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,ex01_default_00279,ex01_whisper_00279,1,deprive,2,P,0.69,0.85,0.44,0.6,0.16000000000000003,0.15999999999999998,-3.33066907387547e-16,stop/affricate,-21.38212252473272,105.43633307310336,1,0,1,1,0,0,0,0,0,0,0,0,-4.155562503807294,483.86068776906467,1,0,0,0,0,0,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,ex01_default_00279,ex01_whisper_00279,1,deprive,3,R,0.85,0.91,0.6,0.69,0.06000000000000005,0.08999999999999997,0.4054651081081632,sonorant,-0.9046017666759525,131.95859384326246,1,1,1,1,1,1,1,0,1,1,1,1,8.663188254427567,451.2493582501459,1,1,1,1,1,1,1,1,1,1,1,1
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,ex01_default_00279,ex01_whisper_00279,1,deprive,4,AY1,0.91,1.08,0.69,0.85,0.17000000000000004,0.16000000000000003,-0.060624621816434854,vowel,1.9492092573505582,141.69848967416297,2,1,0,0,0,0,0,0,0,0,0,0,1.1330999263230146,507.01474264384444,2,1,0,0,2,1,0,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,ex01_default_00279,ex01_whisper_00279,1,deprive,5,V,1.08,1.15,0.85,0.98,0.06999999999999984,0.13,0.6190392084062257,fricative,-6.610562552118511,152.2652595481812,1,0,1,0,2,0,0,0,1,0,1,0,-10.655960244514478,484.28079193284503,0,0,1,0,1,1,0,0,1,0,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,ex01_default_00279,ex01_whisper_00279,2,myself,0,M,1.15,1.24,0.98,1.01,0.09000000000000008,0.030000000000000027,-1.0986122886681098,sonorant,-2.44910891420292,150.8929601274899,1,0,1,0,0,0,0,0,1,0,1,0,-11.313532326544102,,1,0,1,0,1,0,0,0,1,0,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,ex01_default_00279,ex01_whisper_00279,2,myself,1,AY2,1.24,1.35,1.01,1.15,0.1100000000000001,0.1399999999999999,0.2411620568168865,vowel,1.0808015431698323,153.43506379281516,2,1,0,0,1,0,1,0,0,0,0,0,-3.9413245812364854,,2,1,0,0,1,0,1,0,0,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,ex01_default_00279,ex01_whisper_00279,2,myself,2,S,1.35,1.51,1.15,1.32,0.15999999999999992,0.17000000000000015,0.060624621816436304,fricative,-5.940307754599824,158.02927868623863,1,0,2,0,2,0,0,0,2,0,2,0,1.9986159542769222,,0,0,1,0,0,0,0,0,1,0,0,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,ex01_default_00279,ex01_whisper_00279,2,myself,3,EH1,1.51,1.58,1.32,1.4,0.07000000000000006,0.07999999999999985,0.13353139262451985,vowel,-0.7775472509375989,146.30858914993593,0,0,0,0,0,0,1,0,0,0,0,0,-0.06353604010968737,,1,0,0,0,1,0,1,0,0,0,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,ex01_default_00279,ex01_whisper_00279,2,myself,4,L,1.58,1.72,1.4,1.48,0.1399999999999999,0.08000000000000007,-0.5596157879354212,sonorant,-6.23990056310401,94.08820104503303,2,1,1,0,2,1,0,0,2,0,1,1,-3.0223096547414863,,2,0,1,0,2,0,0,0,1,0,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,ex01_default_00279,ex01_whisper_00279,2,myself,5,F,1.72,1.79,1.48,1.58,0.07000000000000006,0.10000000000000009,0.3566749439387324,fricative,-21.358833790848195,92.64231385461797,1,0,1,0,0,0,0,0,0,0,1,0,-8.463156541007134,492.51962341354806,1,0,1,0,0,0,0,0,1,0,1,0
ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,ex01_default_00279,ex01_whisper_00279,3,of,0,AH0,1.79,1.84,1.58,1.64,0.050000000000000044,0.05999999999999983,0.1823215567939509,vowel,-6.317025418193337,148.6630031222479,1,0,0,0,1,0,0,0,0,0,0,0,-4.4284028030213545,,1,0,0,0,1,0,0,0,1,0,0,0
